AB,AFIB,AFL,B,IVR,N,NOD,P,PREX,SBR,SVTA,T,VFL,VT
0.0,63.55140186915887,0.0,18.556701030927837,0.0,98.12972542777557,0.0,95.47169811320755,0.0,76.38888888888889,0.0,0.0,50.0,50.0
0.0,59.50155763239875,3.4482758620689653,16.49484536082474,0.0,98.16951850378034,0.0,95.84905660377359,0.0,79.16666666666666,0.0,0.0,33.33333333333333,25.0
0.0,59.50155763239875,3.4482758620689653,16.49484536082474,0.0,98.64703541583765,0.0,95.47169811320755,0.0,79.16666666666666,0.0,0.0,66.66666666666666,25.0
0.0,63.862928348909655,3.4482758620689653,13.402061855670103,0.0,98.44807003581377,0.0,95.09433962264151,0.0,76.38888888888889,0.0,0.0,50.0,50.0
0.0,66.04361370716511,3.4482758620689653,13.402061855670103,0.0,98.36848388380422,0.0,94.71698113207547,0.0,80.55555555555556,0.0,0.0,50.0,25.0
0.0,63.55140186915887,0.0,15.463917525773196,0.0,98.24910465578989,0.0,94.33962264150944,0.0,79.16666666666666,0.0,0.0,50.0,0.0
0.0,62.928348909657316,3.4482758620689653,13.402061855670103,0.0,98.01034619976124,0.0,95.84905660377359,0.0,81.94444444444444,0.0,0.0,83.33333333333334,25.0
0.0,61.37071651090342,3.4482758620689653,18.556701030927837,0.0,98.5674492638281,0.0,95.84905660377359,0.0,72.22222222222221,0.0,0.0,16.666666666666664,0.0
0.0,65.42056074766354,0.0,16.49484536082474,0.0,98.32869080779945,0.0,95.47169811320755,0.0,76.38888888888889,0.0,0.0,66.66666666666666,50.0
0.0,58.87850467289719,3.4482758620689653,15.463917525773196,0.0,98.72662156784719,0.0,95.84905660377359,0.0,75.0,0.0,0.0,16.666666666666664,25.0
0.0,66.35514018691589,0.0,9.278350515463918,0.0,98.60724233983287,0.0,97.73584905660377,0.0,83.33333333333334,0.0,0.0,16.666666666666664,75.0
0.0,61.99376947040498,0.0,14.432989690721648,0.0,98.36848388380422,0.0,96.98113207547169,0.0,77.77777777777779,0.0,0.0,16.666666666666664,0.0
0.0,65.42056074766354,6.896551724137931,13.402061855670103,0.0,98.28889773179466,0.0,96.60377358490567,0.0,86.11111111111111,0.0,0.0,50.0,0.0
0.0,63.2398753894081,6.896551724137931,13.402061855670103,0.0,98.48786311181854,0.0,94.33962264150944,0.0,81.94444444444444,0.0,0.0,33.33333333333333,25.0
