AB,AFIB,AFL,B,IVR,N,NOD,P,PREX,SBR,SVTA,T,VFL,VT
0.0,39.56386292834891,6.896551724137931,58.76288659793815,40.0,80.30242737763629,12.5,97.73584905660377,76.92307692307693,94.44444444444444,0.0,8.695652173913043,66.66666666666666,25.0
0.0,77.25856697819314,58.620689655172406,15.463917525773196,0.0,81.93394349383207,37.5,93.58490566037736,26.923076923076923,79.16666666666666,14.285714285714285,21.73913043478261,16.666666666666664,50.0
0.0,64.797507788162,13.793103448275861,3.0927835051546393,40.0,90.72821329088738,0.0,90.56603773584906,0.0,88.88888888888889,14.285714285714285,67.3913043478261,66.66666666666666,50.0
0.0,55.140186915887845,6.896551724137931,61.855670103092784,20.0,94.82690011937923,0.0,86.79245283018868,15.384615384615385,91.66666666666666,14.285714285714285,0.0,83.33333333333334,25.0
0.0,68.84735202492212,24.137931034482758,12.371134020618557,0.0,90.48945483485873,12.5,95.09433962264151,0.0,86.11111111111111,14.285714285714285,6.521739130434782,83.33333333333334,0.0
0.0,68.22429906542055,6.896551724137931,16.49484536082474,20.0,90.25069637883009,12.5,96.22641509433963,0.0,95.83333333333334,42.857142857142854,47.82608695652174,50.0,75.0
0.0,37.69470404984423,0.0,10.309278350515463,0.0,92.39952248308795,37.5,95.84905660377359,73.07692307692307,98.61111111111111,14.285714285714285,2.1739130434782608,83.33333333333334,75.0
0.0,37.38317757009346,3.4482758620689653,39.175257731958766,0.0,96.73696776760843,0.0,94.71698113207547,3.8461538461538463,91.66666666666666,14.285714285714285,15.217391304347828,0.0,50.0
0.0,29.595015576323984,72.41379310344827,1.0309278350515463,20.0,97.01551929964187,0.0,88.67924528301887,0.0,87.5,14.285714285714285,0.0,100.0,25.0
0.0,20.87227414330218,20.689655172413794,12.371134020618557,20.0,97.73179466772781,0.0,94.33962264150944,0.0,87.5,28.57142857142857,26.08695652173913,50.0,25.0
0.0,72.89719626168224,3.4482758620689653,6.185567010309279,0.0,93.55352168722642,0.0,97.73584905660377,0.0,70.83333333333334,14.285714285714285,8.695652173913043,33.33333333333333,50.0
0.0,69.47040498442367,27.586206896551722,11.34020618556701,40.0,92.43931555909272,0.0,83.77358490566039,0.0,70.83333333333334,14.285714285714285,19.565217391304348,50.0,25.0
0.0,61.6822429906542,10.344827586206897,15.463917525773196,0.0,94.62793473935535,0.0,97.73584905660377,7.6923076923076925,91.66666666666666,28.57142857142857,26.08695652173913,100.0,100.0
33.33333333333333,38.31775700934579,13.793103448275861,36.08247422680412,0.0,95.26462395543176,12.5,95.47169811320755,15.384615384615385,94.44444444444444,0.0,2.1739130434782608,50.0,50.0
0.0,47.97507788161994,6.896551724137931,6.185567010309279,20.0,96.81655391961799,0.0,91.69811320754717,0.0,90.27777777777779,28.57142857142857,36.95652173913043,50.0,50.0
0.0,55.45171339563863,48.275862068965516,0.0,40.0,92.79745324313569,12.5,88.67924528301887,3.8461538461538463,80.55555555555556,28.57142857142857,6.521739130434782,33.33333333333333,25.0
0.0,35.51401869158878,13.793103448275861,10.309278350515463,20.0,96.7767608436132,0.0,90.56603773584906,3.8461538461538463,88.88888888888889,14.285714285714285,28.26086956521739,33.33333333333333,50.0
0.0,21.806853582554517,24.137931034482758,14.432989690721648,0.0,97.73179466772781,0.0,97.73584905660377,3.8461538461538463,86.11111111111111,57.14285714285714,2.1739130434782608,50.0,50.0
0.0,58.87850467289719,3.4482758620689653,0.0,0.0,96.17986470354158,0.0,93.9622641509434,0.0,97.22222222222221,0.0,6.521739130434782,50.0,50.0
0.0,56.074766355140184,10.344827586206897,0.0,0.0,95.42379625945085,12.5,90.56603773584906,0.0,90.27777777777779,42.857142857142854,4.3478260869565215,66.66666666666666,50.0
33.33333333333333,68.84735202492212,3.4482758620689653,18.556701030927837,40.0,94.11062475129327,0.0,95.84905660377359,7.6923076923076925,87.5,28.57142857142857,0.0,50.0,25.0
0.0,77.88161993769471,6.896551724137931,17.525773195876287,0.0,91.2057302029447,0.0,95.84905660377359,0.0,87.5,28.57142857142857,15.217391304347828,50.0,25.0
0.0,84.11214953271028,20.689655172413794,52.57731958762887,0.0,82.3716673298846,0.0,96.60377358490567,0.0,95.83333333333334,0.0,6.521739130434782,66.66666666666666,50.0
0.0,84.42367601246106,13.793103448275861,44.329896907216494,0.0,82.96856346995622,12.5,93.58490566037736,0.0,97.22222222222221,0.0,41.30434782608695,66.66666666666666,50.0
0.0,46.728971962616825,24.137931034482758,4.123711340206185,40.0,95.70234779148427,25.0,91.32075471698113,7.6923076923076925,90.27777777777779,42.857142857142854,58.69565217391305,83.33333333333334,25.0
0.0,53.58255451713395,6.896551724137931,24.742268041237114,20.0,95.1850378034222,0.0,95.09433962264151,0.0,38.88888888888889,57.14285714285714,30.434782608695656,50.0,50.0
33.33333333333333,65.10903426791276,41.37931034482759,30.927835051546392,20.0,90.13131715081576,25.0,87.16981132075472,11.538461538461538,94.44444444444444,42.857142857142854,45.65217391304348,83.33333333333334,25.0
0.0,55.140186915887845,24.137931034482758,19.587628865979383,40.0,94.42896935933148,0.0,95.84905660377359,0.0,90.27777777777779,28.57142857142857,41.30434782608695,50.0,25.0
0.0,61.059190031152646,31.03448275862069,0.0,60.0,95.70234779148427,0.0,93.58490566037736,0.0,91.66666666666666,28.57142857142857,13.043478260869565,66.66666666666666,75.0
0.0,23.67601246105919,24.137931034482758,7.216494845360824,40.0,94.98607242339833,0.0,92.0754716981132,0.0,88.88888888888889,28.57142857142857,60.86956521739131,66.66666666666666,0.0
0.0,44.85981308411215,3.4482758620689653,28.865979381443296,60.0,96.97572622363708,25.0,93.20754716981132,19.230769230769234,90.27777777777779,42.857142857142854,0.0,50.0,25.0
33.33333333333333,57.009345794392516,10.344827586206897,31.958762886597935,80.0,93.83207321925985,12.5,95.84905660377359,3.8461538461538463,94.44444444444444,42.857142857142854,23.91304347826087,66.66666666666666,25.0
0.0,44.54828660436137,31.03448275862069,3.0927835051546393,0.0,95.86152009550338,37.5,95.84905660377359,0.0,97.22222222222221,0.0,41.30434782608695,33.33333333333333,75.0
0.0,48.90965732087228,3.4482758620689653,63.91752577319587,0.0,93.07600477516912,0.0,93.58490566037736,0.0,86.11111111111111,28.57142857142857,0.0,66.66666666666666,100.0
0.0,34.26791277258567,13.793103448275861,7.216494845360824,60.0,97.97055312375646,25.0,98.49056603773585,0.0,91.66666666666666,0.0,17.391304347826086,66.66666666666666,50.0
0.0,51.71339563862928,0.0,40.20618556701031,20.0,94.90648627138879,25.0,95.09433962264151,7.6923076923076925,97.22222222222221,28.57142857142857,0.0,83.33333333333334,0.0
0.0,38.62928348909657,24.137931034482758,18.556701030927837,60.0,96.37883008356546,37.5,84.15094339622642,11.538461538461538,91.66666666666666,0.0,41.30434782608695,100.0,25.0
0.0,67.28971962616822,24.137931034482758,0.0,60.0,92.35972940708317,0.0,79.62264150943396,0.0,98.61111111111111,57.14285714285714,17.391304347826086,100.0,25.0
0.0,78.50467289719626,37.93103448275862,53.608247422680414,20.0,77.31794667727814,12.5,91.69811320754717,0.0,98.61111111111111,14.285714285714285,39.130434782608695,83.33333333333334,25.0
0.0,41.1214953271028,13.793103448275861,71.1340206185567,0.0,92.51890171110226,12.5,95.84905660377359,30.76923076923077,90.27777777777779,14.285714285714285,2.1739130434782608,50.0,25.0
0.0,36.7601246105919,17.24137931034483,32.98969072164948,0.0,92.39952248308795,0.0,93.20754716981132,46.15384615384615,87.5,14.285714285714285,54.347826086956516,100.0,0.0
0.0,75.0778816199377,0.0,0.0,0.0,91.60366096299244,12.5,94.33962264150944,3.8461538461538463,76.38888888888889,42.857142857142854,13.043478260869565,66.66666666666666,50.0
0.0,18.69158878504673,24.137931034482758,19.587628865979383,0.0,98.05013927576601,0.0,98.11320754716981,0.0,100.0,42.857142857142854,2.1739130434782608,50.0,25.0
0.0,71.02803738317756,20.689655172413794,9.278350515463918,0.0,88.77835256665341,0.0,92.83018867924528,3.8461538461538463,98.61111111111111,28.57142857142857,67.3913043478261,66.66666666666666,75.0
0.0,80.37383177570094,24.137931034482758,49.48453608247423,0.0,87.30600875447672,0.0,95.09433962264151,7.6923076923076925,93.05555555555556,0.0,0.0,66.66666666666666,25.0
0.0,8.09968847352025,13.793103448275861,4.123711340206185,40.0,98.76641464385197,0.0,86.79245283018868,30.76923076923077,68.05555555555556,57.14285714285714,0.0,33.33333333333333,0.0
0.0,16.1993769470405,13.793103448275861,27.835051546391753,0.0,96.61758853959411,0.0,96.60377358490567,3.8461538461538463,83.33333333333334,14.285714285714285,50.0,83.33333333333334,25.0
0.0,48.28660436137071,3.4482758620689653,1.0309278350515463,0.0,96.97572622363708,0.0,96.98113207547169,0.0,84.72222222222221,28.57142857142857,0.0,66.66666666666666,75.0
0.0,94.0809968847352,10.344827586206897,18.556701030927837,0.0,80.1432550736172,0.0,89.05660377358491,0.0,63.888888888888886,28.57142857142857,58.69565217391305,100.0,75.0
0.0,5.29595015576324,20.689655172413794,4.123711340206185,0.0,98.0899323517708,12.5,95.47169811320755,7.6923076923076925,90.27777777777779,0.0,28.26086956521739,66.66666666666666,75.0
0.0,70.40498442367601,13.793103448275861,47.42268041237113,0.0,92.87703939514525,0.0,89.05660377358491,0.0,90.27777777777779,28.57142857142857,4.3478260869565215,83.33333333333334,25.0
0.0,47.35202492211838,10.344827586206897,2.0618556701030926,0.0,95.90131317150816,37.5,92.0754716981132,0.0,90.27777777777779,14.285714285714285,6.521739130434782,50.0,100.0
0.0,45.17133956386293,48.275862068965516,74.22680412371135,20.0,88.73855949064863,0.0,97.73584905660377,11.538461538461538,90.27777777777779,0.0,2.1739130434782608,83.33333333333334,50.0
0.0,63.55140186915887,10.344827586206897,0.0,20.0,94.2300039793076,0.0,90.9433962264151,0.0,97.22222222222221,14.285714285714285,10.869565217391305,66.66666666666666,50.0
0.0,48.598130841121495,24.137931034482758,19.587628865979383,0.0,95.9808993235177,0.0,95.09433962264151,11.538461538461538,93.05555555555556,28.57142857142857,10.869565217391305,66.66666666666666,0.0
