AB,AFIB,AFL,B,IVR,N,NOD,P,PREX,SBR,SVTA,T,VFL,VT
100.0,21.49532710280374,3.4482758620689653,53.608247422680414,80.0,21.24950258654994,12.5,49.81132075471698,80.76923076923077,91.66666666666666,42.857142857142854,26.08695652173913,66.66666666666666,50.0
66.66666666666666,18.06853582554517,3.4482758620689653,56.70103092783505,60.0,23.358535614803024,37.5,44.528301886792455,61.53846153846154,95.83333333333334,71.42857142857143,15.217391304347828,33.33333333333333,50.0
66.66666666666666,17.75700934579439,0.0,53.608247422680414,80.0,21.806605650616792,12.5,47.924528301886795,73.07692307692307,88.88888888888889,42.857142857142854,36.95652173913043,83.33333333333334,75.0
100.0,20.24922118380062,0.0,49.48453608247423,60.0,26.382809391165935,25.0,50.18867924528302,50.0,97.22222222222221,14.285714285714285,17.391304347826086,50.0,75.0
66.66666666666666,22.118380062305295,6.896551724137931,53.608247422680414,60.0,22.761639474731396,37.5,45.660377358490564,53.84615384615385,95.83333333333334,57.14285714285714,32.608695652173914,33.33333333333333,50.0
66.66666666666666,20.5607476635514,6.896551724137931,51.546391752577314,80.0,21.886191802626342,12.5,49.43396226415094,57.692307692307686,91.66666666666666,42.857142857142854,28.26086956521739,50.0,75.0
100.0,18.69158878504673,10.344827586206897,50.51546391752577,60.0,23.0799840827696,12.5,43.77358490566038,46.15384615384615,93.05555555555556,42.857142857142854,32.608695652173914,66.66666666666666,75.0
100.0,19.626168224299064,3.4482758620689653,53.608247422680414,40.0,22.32391563867887,0.0,43.0188679245283,50.0,91.66666666666666,14.285714285714285,23.91304347826087,16.666666666666664,75.0
100.0,21.806853582554517,3.4482758620689653,49.48453608247423,60.0,22.284122562674096,25.0,41.88679245283019,46.15384615384615,93.05555555555556,57.14285714285714,30.434782608695656,83.33333333333334,75.0
66.66666666666666,19.626168224299064,6.896551724137931,51.546391752577314,80.0,25.387982491046557,25.0,45.660377358490564,42.30769230769231,91.66666666666666,57.14285714285714,23.91304347826087,33.33333333333333,75.0
100.0,23.67601246105919,3.4482758620689653,55.670103092783506,60.0,21.448467966573816,0.0,47.16981132075472,65.38461538461539,93.05555555555556,14.285714285714285,28.26086956521739,16.666666666666664,75.0
