AB,AFIB,AFL,B,IVR,N,NOD,P,PREX,SBR,SVTA,T,VFL,VT
0.0,81.30841121495327,27.586206896551722,54.63917525773196,80.0,95.38400318344607,0.0,96.98113207547169,23.076923076923077,98.61111111111111,14.285714285714285,47.82608695652174,83.33333333333334,25.0
33.33333333333333,82.55451713395638,31.03448275862069,44.329896907216494,80.0,96.25945085555114,37.5,95.09433962264151,19.230769230769234,91.66666666666666,0.0,30.434782608695656,50.0,50.0
0.0,70.40498442367601,31.03448275862069,50.51546391752577,40.0,97.0951054516514,12.5,96.98113207547169,19.230769230769234,94.44444444444444,28.57142857142857,50.0,83.33333333333334,50.0
0.0,83.48909657320873,24.137931034482758,47.42268041237113,60.0,96.89614007162753,0.0,95.47169811320755,34.61538461538461,97.22222222222221,0.0,26.08695652173913,83.33333333333334,25.0
0.0,75.0778816199377,24.137931034482758,58.76288659793815,60.0,95.94110624751293,50.0,96.60377358490567,23.076923076923077,95.83333333333334,14.285714285714285,43.47826086956522,66.66666666666666,25.0
33.33333333333333,75.38940809968847,41.37931034482759,54.63917525773196,80.0,97.01551929964187,12.5,96.98113207547169,30.76923076923077,95.83333333333334,28.57142857142857,28.26086956521739,50.0,50.0
0.0,71.96261682242991,51.724137931034484,44.329896907216494,80.0,96.85634699562277,12.5,95.09433962264151,34.61538461538461,95.83333333333334,0.0,41.30434782608695,83.33333333333334,25.0
0.0,74.45482866043614,24.137931034482758,51.546391752577314,60.0,97.93076004775169,0.0,97.35849056603773,30.76923076923077,97.22222222222221,28.57142857142857,43.47826086956522,50.0,25.0
33.33333333333333,80.06230529595015,44.827586206896555,53.608247422680414,20.0,96.37883008356546,12.5,97.73584905660377,30.76923076923077,97.22222222222221,14.285714285714285,34.78260869565217,100.0,50.0
0.0,74.45482866043614,44.827586206896555,41.23711340206185,60.0,97.41345005968961,12.5,98.11320754716981,15.384615384615385,88.88888888888889,28.57142857142857,32.608695652173914,50.0,0.0
0.0,77.88161993769471,20.689655172413794,48.45360824742268,100.0,97.4532431356944,37.5,98.11320754716981,30.76923076923077,97.22222222222221,0.0,36.95652173913043,16.666666666666664,75.0
0.0,77.57009345794393,41.37931034482759,52.57731958762887,60.0,96.06048547552726,25.0,96.60377358490567,23.076923076923077,95.83333333333334,28.57142857142857,50.0,66.66666666666666,75.0
0.0,76.63551401869158,37.93103448275862,69.0721649484536,80.0,95.38400318344607,37.5,97.35849056603773,34.61538461538461,97.22222222222221,28.57142857142857,32.608695652173914,83.33333333333334,50.0
66.66666666666666,76.63551401869158,17.24137931034483,50.51546391752577,60.0,96.73696776760843,12.5,96.60377358490567,34.61538461538461,94.44444444444444,14.285714285714285,34.78260869565217,66.66666666666666,50.0
0.0,72.27414330218068,20.689655172413794,54.63917525773196,20.0,96.57779546358934,25.0,94.71698113207547,30.76923076923077,91.66666666666666,28.57142857142857,39.130434782608695,50.0,50.0
33.33333333333333,73.83177570093457,27.586206896551722,43.29896907216495,40.0,96.89614007162753,25.0,96.98113207547169,26.923076923076923,97.22222222222221,28.57142857142857,43.47826086956522,16.666666666666664,75.0
33.33333333333333,76.94704049844236,27.586206896551722,40.20618556701031,60.0,97.0951054516514,12.5,96.22641509433963,30.76923076923077,100.0,28.57142857142857,34.78260869565217,33.33333333333333,50.0
66.66666666666666,78.19314641744548,48.275862068965516,63.91752577319587,100.0,96.89614007162753,25.0,97.73584905660377,38.46153846153847,91.66666666666666,42.857142857142854,43.47826086956522,50.0,50.0
33.33333333333333,80.99688473520249,55.172413793103445,51.546391752577314,60.0,95.9808993235177,12.5,96.22641509433963,38.46153846153847,93.05555555555556,14.285714285714285,39.130434782608695,50.0,75.0
0.0,75.38940809968847,13.793103448275861,40.20618556701031,40.0,96.65738161559888,25.0,96.22641509433963,23.076923076923077,97.22222222222221,0.0,52.17391304347826,83.33333333333334,50.0
33.33333333333333,79.43925233644859,20.689655172413794,50.51546391752577,20.0,96.33903700756068,25.0,98.11320754716981,15.384615384615385,97.22222222222221,0.0,28.26086956521739,83.33333333333334,25.0
0.0,83.17757009345794,34.48275862068966,44.329896907216494,60.0,96.69717469160366,12.5,95.09433962264151,19.230769230769234,94.44444444444444,14.285714285714285,34.78260869565217,50.0,50.0
0.0,78.19314641744548,41.37931034482759,59.79381443298969,60.0,96.17986470354158,25.0,96.98113207547169,46.15384615384615,95.83333333333334,0.0,30.434782608695656,66.66666666666666,50.0
0.0,67.91277258566979,31.03448275862069,41.23711340206185,80.0,97.17469160366096,0.0,96.22641509433963,23.076923076923077,94.44444444444444,0.0,36.95652173913043,83.33333333333334,25.0
0.0,76.94704049844236,24.137931034482758,41.23711340206185,60.0,96.53800238758457,0.0,97.73584905660377,26.923076923076923,88.88888888888889,14.285714285714285,23.91304347826087,83.33333333333334,0.0
33.33333333333333,83.8006230529595,17.24137931034483,46.391752577319586,60.0,95.74214086748906,12.5,94.71698113207547,34.61538461538461,95.83333333333334,28.57142857142857,32.608695652173914,66.66666666666666,25.0
33.33333333333333,81.93146417445483,17.24137931034483,41.23711340206185,60.0,97.0951054516514,37.5,95.84905660377359,15.384615384615385,93.05555555555556,28.57142857142857,41.30434782608695,66.66666666666666,25.0
